type_array,type_sort,n,time
50-300 step=50 x = 0...5,selectionSort,50,4343
50-300 step=50 x = 0...5,selectionSort,100,15637
50-300 step=50 x = 0...5,selectionSort,150,31802
50-300 step=50 x = 0...5,selectionSort,200,53987
50-300 step=50 x = 0...5,selectionSort,250,82538
50-300 step=50 x = 0...5,selectionSort,300,121899
50-300 step=50 x = 0...4000,selectionSort,50,4046
50-300 step=50 x = 0...4000,selectionSort,100,15840
50-300 step=50 x = 0...4000,selectionSort,150,33011
50-300 step=50 x = 0...4000,selectionSort,200,57557
50-300 step=50 x = 0...4000,selectionSort,250,92061
50-300 step=50 x = 0...4000,selectionSort,300,127117
50-300 step=50 almost (+- 90% sort),selectionSort,50,3833
50-300 step=50 almost (+- 90% sort),selectionSort,100,14042
50-300 step=50 almost (+- 90% sort),selectionSort,150,30349
50-300 step=50 almost (+- 90% sort),selectionSort,200,56234
50-300 step=50 almost (+- 90% sort),selectionSort,250,83612
50-300 step=50 almost (+- 90% sort),selectionSort,300,118949
50-300 step=50 reverse,selectionSort,50,3854
50-300 step=50 reverse,selectionSort,100,14218
50-300 step=50 reverse,selectionSort,150,30073
50-300 step=50 reverse,selectionSort,200,51689
50-300 step=50 reverse,selectionSort,250,79209
50-300 step=50 reverse,selectionSort,300,113849
100-4000 step=100 x = 0...5,selectionSort,100,12097
100-4000 step=100 x = 0...5,selectionSort,200,39300
100-4000 step=100 x = 0...5,selectionSort,300,85711
100-4000 step=100 x = 0...5,selectionSort,400,153017
100-4000 step=100 x = 0...5,selectionSort,500,235215
100-4000 step=100 x = 0...5,selectionSort,600,336723
100-4000 step=100 x = 0...5,selectionSort,700,452999
100-4000 step=100 x = 0...5,selectionSort,800,600886
100-4000 step=100 x = 0...5,selectionSort,900,747516
100-4000 step=100 x = 0...5,selectionSort,1000,919905
100-4000 step=100 x = 0...5,selectionSort,1100,1112925
100-4000 step=100 x = 0...5,selectionSort,1200,1321718
100-4000 step=100 x = 0...5,selectionSort,1300,1543670
100-4000 step=100 x = 0...5,selectionSort,1400,1799620
100-4000 step=100 x = 0...5,selectionSort,1500,2054499
100-4000 step=100 x = 0...5,selectionSort,1600,2331383
100-4000 step=100 x = 0...5,selectionSort,1700,2635277
100-4000 step=100 x = 0...5,selectionSort,1800,3202407
100-4000 step=100 x = 0...5,selectionSort,1900,3286919
100-4000 step=100 x = 0...5,selectionSort,2000,3705178
100-4000 step=100 x = 0...5,selectionSort,2100,4005132
100-4000 step=100 x = 0...5,selectionSort,2200,4410388
100-4000 step=100 x = 0...5,selectionSort,2300,4821693
100-4000 step=100 x = 0...5,selectionSort,2400,5321776
100-4000 step=100 x = 0...5,selectionSort,2500,5742806
100-4000 step=100 x = 0...5,selectionSort,2600,6199746
100-4000 step=100 x = 0...5,selectionSort,2700,6658083
100-4000 step=100 x = 0...5,selectionSort,2800,7164787
100-4000 step=100 x = 0...5,selectionSort,2900,7734022
100-4000 step=100 x = 0...5,selectionSort,3000,8227348
100-4000 step=100 x = 0...5,selectionSort,3100,8739712
100-4000 step=100 x = 0...5,selectionSort,3200,9354586
100-4000 step=100 x = 0...5,selectionSort,3300,9940636
100-4000 step=100 x = 0...5,selectionSort,3400,10737023
100-4000 step=100 x = 0...5,selectionSort,3500,11180311
100-4000 step=100 x = 0...5,selectionSort,3600,11824686
100-4000 step=100 x = 0...5,selectionSort,3700,12504115
100-4000 step=100 x = 0...5,selectionSort,3800,13240484
100-4000 step=100 x = 0...5,selectionSort,3900,13876907
100-4000 step=100 x = 0...5,selectionSort,4000,18792050
100-4000 step=100 x = 0...5,selectionSort,4100,22279498
100-4000 step=100 x = 0...4000,selectionSort,100,11377
100-4000 step=100 x = 0...4000,selectionSort,200,42132
100-4000 step=100 x = 0...4000,selectionSort,300,92142
100-4000 step=100 x = 0...4000,selectionSort,400,158355
100-4000 step=100 x = 0...4000,selectionSort,500,245733
100-4000 step=100 x = 0...4000,selectionSort,600,349034
100-4000 step=100 x = 0...4000,selectionSort,700,467017
100-4000 step=100 x = 0...4000,selectionSort,800,618077
100-4000 step=100 x = 0...4000,selectionSort,900,821873
100-4000 step=100 x = 0...4000,selectionSort,1000,943729
100-4000 step=100 x = 0...4000,selectionSort,1100,1137348
100-4000 step=100 x = 0...4000,selectionSort,1200,1391523
100-4000 step=100 x = 0...4000,selectionSort,1300,1576725
100-4000 step=100 x = 0...4000,selectionSort,1400,1824134
100-4000 step=100 x = 0...4000,selectionSort,1500,2130858
100-4000 step=100 x = 0...4000,selectionSort,1600,2423500
100-4000 step=100 x = 0...4000,selectionSort,1700,2734498
100-4000 step=100 x = 0...4000,selectionSort,1800,3112918
100-4000 step=100 x = 0...4000,selectionSort,1900,3420024
100-4000 step=100 x = 0...4000,selectionSort,2000,3697933
100-4000 step=100 x = 0...4000,selectionSort,2100,4077377
100-4000 step=100 x = 0...4000,selectionSort,2200,4509589
100-4000 step=100 x = 0...4000,selectionSort,2300,4920711
100-4000 step=100 x = 0...4000,selectionSort,2400,5505399
100-4000 step=100 x = 0...4000,selectionSort,2500,5792124
100-4000 step=100 x = 0...4000,selectionSort,2600,6223218
100-4000 step=100 x = 0...4000,selectionSort,2700,6765410
100-4000 step=100 x = 0...4000,selectionSort,2800,7232704
100-4000 step=100 x = 0...4000,selectionSort,2900,7783013
100-4000 step=100 x = 0...4000,selectionSort,3000,8303869
100-4000 step=100 x = 0...4000,selectionSort,3100,8850421
100-4000 step=100 x = 0...4000,selectionSort,3200,9456637
100-4000 step=100 x = 0...4000,selectionSort,3300,10035760
100-4000 step=100 x = 0...4000,selectionSort,3400,10644954
100-4000 step=100 x = 0...4000,selectionSort,3500,11277169
100-4000 step=100 x = 0...4000,selectionSort,3600,11916625
100-4000 step=100 x = 0...4000,selectionSort,3700,12598891
100-4000 step=100 x = 0...4000,selectionSort,3800,13265453
100-4000 step=100 x = 0...4000,selectionSort,3900,14012660
100-4000 step=100 x = 0...4000,selectionSort,4000,14727837
100-4000 step=100 x = 0...4000,selectionSort,4100,22903668
100-4000 step=100 almost (+- 90% sort),selectionSort,100,12963
100-4000 step=100 almost (+- 90% sort),selectionSort,200,38240
100-4000 step=100 almost (+- 90% sort),selectionSort,300,89250
100-4000 step=100 almost (+- 90% sort),selectionSort,400,152375
100-4000 step=100 almost (+- 90% sort),selectionSort,500,232087
100-4000 step=100 almost (+- 90% sort),selectionSort,600,369831
100-4000 step=100 almost (+- 90% sort),selectionSort,700,458363
100-4000 step=100 almost (+- 90% sort),selectionSort,800,597606
100-4000 step=100 almost (+- 90% sort),selectionSort,900,776781
100-4000 step=100 almost (+- 90% sort),selectionSort,1000,971321
100-4000 step=100 almost (+- 90% sort),selectionSort,1100,1116359
100-4000 step=100 almost (+- 90% sort),selectionSort,1200,1324268
100-4000 step=100 almost (+- 90% sort),selectionSort,1300,1552654
100-4000 step=100 almost (+- 90% sort),selectionSort,1400,1844166
100-4000 step=100 almost (+- 90% sort),selectionSort,1500,2062712
100-4000 step=100 almost (+- 90% sort),selectionSort,1600,2341979
100-4000 step=100 almost (+- 90% sort),selectionSort,1700,2643739
100-4000 step=100 almost (+- 90% sort),selectionSort,1800,2995348
100-4000 step=100 almost (+- 90% sort),selectionSort,1900,3471352
100-4000 step=100 almost (+- 90% sort),selectionSort,2000,3657824
100-4000 step=100 almost (+- 90% sort),selectionSort,2100,4062093
100-4000 step=100 almost (+- 90% sort),selectionSort,2200,4418339
100-4000 step=100 almost (+- 90% sort),selectionSort,2300,4842217
100-4000 step=100 almost (+- 90% sort),selectionSort,2400,5728666
100-4000 step=100 almost (+- 90% sort),selectionSort,2500,5699223
100-4000 step=100 almost (+- 90% sort),selectionSort,2600,6195740
100-4000 step=100 almost (+- 90% sort),selectionSort,2700,6646302
100-4000 step=100 almost (+- 90% sort),selectionSort,2800,7175810
100-4000 step=100 almost (+- 90% sort),selectionSort,2900,8179969
100-4000 step=100 almost (+- 90% sort),selectionSort,3000,8244226
100-4000 step=100 almost (+- 90% sort),selectionSort,3100,8795785
100-4000 step=100 almost (+- 90% sort),selectionSort,3200,9522093
100-4000 step=100 almost (+- 90% sort),selectionSort,3300,9938125
100-4000 step=100 almost (+- 90% sort),selectionSort,3400,10549246
100-4000 step=100 almost (+- 90% sort),selectionSort,3500,11217536
100-4000 step=100 almost (+- 90% sort),selectionSort,3600,11792966
100-4000 step=100 almost (+- 90% sort),selectionSort,3700,12475484
100-4000 step=100 almost (+- 90% sort),selectionSort,3800,13276695
100-4000 step=100 almost (+- 90% sort),selectionSort,3900,13985643
100-4000 step=100 almost (+- 90% sort),selectionSort,4000,15142352
100-4000 step=100 almost (+- 90% sort),selectionSort,4100,23257303
100-4000 step=100 reverse,selectionSort,100,10387
100-4000 step=100 reverse,selectionSort,200,39891
100-4000 step=100 reverse,selectionSort,300,82897
100-4000 step=100 reverse,selectionSort,400,147313
100-4000 step=100 reverse,selectionSort,500,229696
100-4000 step=100 reverse,selectionSort,600,341182
100-4000 step=100 reverse,selectionSort,700,439599
100-4000 step=100 reverse,selectionSort,800,574564
100-4000 step=100 reverse,selectionSort,900,739760
100-4000 step=100 reverse,selectionSort,1000,897203
100-4000 step=100 reverse,selectionSort,1100,1080544
100-4000 step=100 reverse,selectionSort,1200,1282546
100-4000 step=100 reverse,selectionSort,1300,1506982
100-4000 step=100 reverse,selectionSort,1400,1757887
100-4000 step=100 reverse,selectionSort,1500,2005477
100-4000 step=100 reverse,selectionSort,1600,2293620
100-4000 step=100 reverse,selectionSort,1700,2571959
100-4000 step=100 reverse,selectionSort,1800,2880775
100-4000 step=100 reverse,selectionSort,1900,3256963
100-4000 step=100 reverse,selectionSort,2000,3599069
100-4000 step=100 reverse,selectionSort,2100,3913824
100-4000 step=100 reverse,selectionSort,2200,4349729
100-4000 step=100 reverse,selectionSort,2300,4736156
100-4000 step=100 reverse,selectionSort,2400,5153820
100-4000 step=100 reverse,selectionSort,2500,5743597
100-4000 step=100 reverse,selectionSort,2600,6012939
100-4000 step=100 reverse,selectionSort,2700,6543987
100-4000 step=100 reverse,selectionSort,2800,6965308
100-4000 step=100 reverse,selectionSort,2900,7739552
100-4000 step=100 reverse,selectionSort,3000,8019084
100-4000 step=100 reverse,selectionSort,3100,8587962
100-4000 step=100 reverse,selectionSort,3200,9195795
100-4000 step=100 reverse,selectionSort,3300,9714939
100-4000 step=100 reverse,selectionSort,3400,10343337
100-4000 step=100 reverse,selectionSort,3500,10955193
100-4000 step=100 reverse,selectionSort,3600,11570787
100-4000 step=100 reverse,selectionSort,3700,12450752
100-4000 step=100 reverse,selectionSort,3800,13222779
100-4000 step=100 reverse,selectionSort,3900,13634253
100-4000 step=100 reverse,selectionSort,4000,14284633
100-4000 step=100 reverse,selectionSort,4100,20966811
50-300 step=50 x = 0...5,bubbleSort,50,5082
50-300 step=50 x = 0...5,bubbleSort,100,22872
50-300 step=50 x = 0...5,bubbleSort,150,54251
50-300 step=50 x = 0...5,bubbleSort,200,97721
50-300 step=50 x = 0...5,bubbleSort,250,153897
50-300 step=50 x = 0...5,bubbleSort,300,212851
50-300 step=50 x = 0...4000,bubbleSort,50,6338
50-300 step=50 x = 0...4000,bubbleSort,100,24870
50-300 step=50 x = 0...4000,bubbleSort,150,61624
50-300 step=50 x = 0...4000,bubbleSort,200,106155
50-300 step=50 x = 0...4000,bubbleSort,250,162968
50-300 step=50 x = 0...4000,bubbleSort,300,239466
50-300 step=50 almost (+- 90% sort),bubbleSort,50,3181
50-300 step=50 almost (+- 90% sort),bubbleSort,100,11452
50-300 step=50 almost (+- 90% sort),bubbleSort,150,25947
50-300 step=50 almost (+- 90% sort),bubbleSort,200,44522
50-300 step=50 almost (+- 90% sort),bubbleSort,250,67928
50-300 step=50 almost (+- 90% sort),bubbleSort,300,96647
50-300 step=50 reverse,bubbleSort,50,8681
50-300 step=50 reverse,bubbleSort,100,33922
50-300 step=50 reverse,bubbleSort,150,77004
50-300 step=50 reverse,bubbleSort,200,134062
50-300 step=50 reverse,bubbleSort,250,211857
50-300 step=50 reverse,bubbleSort,300,306011
100-4000 step=100 x = 0...5,bubbleSort,100,22949
100-4000 step=100 x = 0...5,bubbleSort,200,96833
100-4000 step=100 x = 0...5,bubbleSort,300,216410
100-4000 step=100 x = 0...5,bubbleSort,400,380711
100-4000 step=100 x = 0...5,bubbleSort,500,592451
100-4000 step=100 x = 0...5,bubbleSort,600,882497
100-4000 step=100 x = 0...5,bubbleSort,700,1227997
100-4000 step=100 x = 0...5,bubbleSort,800,1547183
100-4000 step=100 x = 0...5,bubbleSort,900,1990883
100-4000 step=100 x = 0...5,bubbleSort,1000,2488650
100-4000 step=100 x = 0...5,bubbleSort,1100,3082166
100-4000 step=100 x = 0...5,bubbleSort,1200,3718726
100-4000 step=100 x = 0...5,bubbleSort,1300,4388939
100-4000 step=100 x = 0...5,bubbleSort,1400,5141360
100-4000 step=100 x = 0...5,bubbleSort,1500,6072040
100-4000 step=100 x = 0...5,bubbleSort,1600,6813674
100-4000 step=100 x = 0...5,bubbleSort,1700,7778200
100-4000 step=100 x = 0...5,bubbleSort,1800,8726498
100-4000 step=100 x = 0...5,bubbleSort,1900,10034399
100-4000 step=100 x = 0...5,bubbleSort,2000,10822824
100-4000 step=100 x = 0...5,bubbleSort,2100,12201308
100-4000 step=100 x = 0...5,bubbleSort,2200,13292679
100-4000 step=100 x = 0...5,bubbleSort,2300,14714021
100-4000 step=100 x = 0...5,bubbleSort,2400,15958720
100-4000 step=100 x = 0...5,bubbleSort,2500,17626458
100-4000 step=100 x = 0...5,bubbleSort,2600,18963009
100-4000 step=100 x = 0...5,bubbleSort,2700,20643684
100-4000 step=100 x = 0...5,bubbleSort,2800,22204521
100-4000 step=100 x = 0...5,bubbleSort,2900,24853314
100-4000 step=100 x = 0...5,bubbleSort,3000,26004836
100-4000 step=100 x = 0...5,bubbleSort,3100,27768368
100-4000 step=100 x = 0...5,bubbleSort,3200,29677274
100-4000 step=100 x = 0...5,bubbleSort,3300,31771999
100-4000 step=100 x = 0...5,bubbleSort,3400,34120799
100-4000 step=100 x = 0...5,bubbleSort,3500,35668259
100-4000 step=100 x = 0...5,bubbleSort,3600,37766581
100-4000 step=100 x = 0...5,bubbleSort,3700,40269337
100-4000 step=100 x = 0...5,bubbleSort,3800,42254129
100-4000 step=100 x = 0...5,bubbleSort,3900,44557350
100-4000 step=100 x = 0...5,bubbleSort,4000,46969722
100-4000 step=100 x = 0...5,bubbleSort,4100,49712903
100-4000 step=100 x = 0...4000,bubbleSort,100,25091
100-4000 step=100 x = 0...4000,bubbleSort,200,104548
100-4000 step=100 x = 0...4000,bubbleSort,300,238523
100-4000 step=100 x = 0...4000,bubbleSort,400,418647
100-4000 step=100 x = 0...4000,bubbleSort,500,652332
100-4000 step=100 x = 0...4000,bubbleSort,600,956823
100-4000 step=100 x = 0...4000,bubbleSort,700,1404784
100-4000 step=100 x = 0...4000,bubbleSort,800,1683073
100-4000 step=100 x = 0...4000,bubbleSort,900,2164847
100-4000 step=100 x = 0...4000,bubbleSort,1000,2696626
100-4000 step=100 x = 0...4000,bubbleSort,1100,3281904
100-4000 step=100 x = 0...4000,bubbleSort,1200,3921770
100-4000 step=100 x = 0...4000,bubbleSort,1300,4648598
100-4000 step=100 x = 0...4000,bubbleSort,1400,5428976
100-4000 step=100 x = 0...4000,bubbleSort,1500,6405633
100-4000 step=100 x = 0...4000,bubbleSort,1600,7165499
100-4000 step=100 x = 0...4000,bubbleSort,1700,8162288
100-4000 step=100 x = 0...4000,bubbleSort,1800,9230878
100-4000 step=100 x = 0...4000,bubbleSort,1900,10410157
100-4000 step=100 x = 0...4000,bubbleSort,2000,11576982
100-4000 step=100 x = 0...4000,bubbleSort,2100,12749150
100-4000 step=100 x = 0...4000,bubbleSort,2200,14056121
100-4000 step=100 x = 0...4000,bubbleSort,2300,15481763
100-4000 step=100 x = 0...4000,bubbleSort,2400,16911678
100-4000 step=100 x = 0...4000,bubbleSort,2500,18521546
100-4000 step=100 x = 0...4000,bubbleSort,2600,20058557
100-4000 step=100 x = 0...4000,bubbleSort,2700,21716833
100-4000 step=100 x = 0...4000,bubbleSort,2800,23711983
100-4000 step=100 x = 0...4000,bubbleSort,2900,25655171
100-4000 step=100 x = 0...4000,bubbleSort,3000,27126083
100-4000 step=100 x = 0...4000,bubbleSort,3100,29101876
100-4000 step=100 x = 0...4000,bubbleSort,3200,31186311
100-4000 step=100 x = 0...4000,bubbleSort,3300,33387283
100-4000 step=100 x = 0...4000,bubbleSort,3400,35648553
100-4000 step=100 x = 0...4000,bubbleSort,3500,38089394
100-4000 step=100 x = 0...4000,bubbleSort,3600,40401761
100-4000 step=100 x = 0...4000,bubbleSort,3700,42686962
100-4000 step=100 x = 0...4000,bubbleSort,3800,45751317
100-4000 step=100 x = 0...4000,bubbleSort,3900,48535020
100-4000 step=100 x = 0...4000,bubbleSort,4000,51046546
100-4000 step=100 x = 0...4000,bubbleSort,4100,53403565
100-4000 step=100 almost (+- 90% sort),bubbleSort,100,11416
100-4000 step=100 almost (+- 90% sort),bubbleSort,200,45192
100-4000 step=100 almost (+- 90% sort),bubbleSort,300,98391
100-4000 step=100 almost (+- 90% sort),bubbleSort,400,172842
100-4000 step=100 almost (+- 90% sort),bubbleSort,500,274818
100-4000 step=100 almost (+- 90% sort),bubbleSort,600,394947
100-4000 step=100 almost (+- 90% sort),bubbleSort,700,551502
100-4000 step=100 almost (+- 90% sort),bubbleSort,800,689784
100-4000 step=100 almost (+- 90% sort),bubbleSort,900,884085
100-4000 step=100 almost (+- 90% sort),bubbleSort,1000,1086755
100-4000 step=100 almost (+- 90% sort),bubbleSort,1100,1295784
100-4000 step=100 almost (+- 90% sort),bubbleSort,1200,1578926
100-4000 step=100 almost (+- 90% sort),bubbleSort,1300,1826984
100-4000 step=100 almost (+- 90% sort),bubbleSort,1400,2108005
100-4000 step=100 almost (+- 90% sort),bubbleSort,1500,2416887
100-4000 step=100 almost (+- 90% sort),bubbleSort,1600,2741255
100-4000 step=100 almost (+- 90% sort),bubbleSort,1700,3099748
100-4000 step=100 almost (+- 90% sort),bubbleSort,1800,3463080
100-4000 step=100 almost (+- 90% sort),bubbleSort,1900,4051973
100-4000 step=100 almost (+- 90% sort),bubbleSort,2000,4286127
100-4000 step=100 almost (+- 90% sort),bubbleSort,2100,4732325
100-4000 step=100 almost (+- 90% sort),bubbleSort,2200,5183803
100-4000 step=100 almost (+- 90% sort),bubbleSort,2300,5622219
100-4000 step=100 almost (+- 90% sort),bubbleSort,2400,6161064
100-4000 step=100 almost (+- 90% sort),bubbleSort,2500,6675353
100-4000 step=100 almost (+- 90% sort),bubbleSort,2600,7221143
100-4000 step=100 almost (+- 90% sort),bubbleSort,2700,7787331
100-4000 step=100 almost (+- 90% sort),bubbleSort,2800,8293970
100-4000 step=100 almost (+- 90% sort),bubbleSort,2900,9175092
100-4000 step=100 almost (+- 90% sort),bubbleSort,3000,9631445
100-4000 step=100 almost (+- 90% sort),bubbleSort,3100,10321819
100-4000 step=100 almost (+- 90% sort),bubbleSort,3200,11013054
100-4000 step=100 almost (+- 90% sort),bubbleSort,3300,11765952
100-4000 step=100 almost (+- 90% sort),bubbleSort,3400,12478909
100-4000 step=100 almost (+- 90% sort),bubbleSort,3500,13889063
100-4000 step=100 almost (+- 90% sort),bubbleSort,3600,14054343
100-4000 step=100 almost (+- 90% sort),bubbleSort,3700,14762311
100-4000 step=100 almost (+- 90% sort),bubbleSort,3800,15542394
100-4000 step=100 almost (+- 90% sort),bubbleSort,3900,16583773
100-4000 step=100 almost (+- 90% sort),bubbleSort,4000,17226886
100-4000 step=100 almost (+- 90% sort),bubbleSort,4100,18134707
100-4000 step=100 reverse,bubbleSort,100,33983
100-4000 step=100 reverse,bubbleSort,200,135409
100-4000 step=100 reverse,bubbleSort,300,305796
100-4000 step=100 reverse,bubbleSort,400,538960
100-4000 step=100 reverse,bubbleSort,500,872607
100-4000 step=100 reverse,bubbleSort,600,1209618
100-4000 step=100 reverse,bubbleSort,700,1736796
100-4000 step=100 reverse,bubbleSort,800,2151690
100-4000 step=100 reverse,bubbleSort,900,2727373
100-4000 step=100 reverse,bubbleSort,1000,3368255
100-4000 step=100 reverse,bubbleSort,1100,4078702
100-4000 step=100 reverse,bubbleSort,1200,4876200
100-4000 step=100 reverse,bubbleSort,1300,5713666
100-4000 step=100 reverse,bubbleSort,1400,6666160
100-4000 step=100 reverse,bubbleSort,1500,7619472
100-4000 step=100 reverse,bubbleSort,1600,8672253
100-4000 step=100 reverse,bubbleSort,1700,9774377
100-4000 step=100 reverse,bubbleSort,1800,10959224
100-4000 step=100 reverse,bubbleSort,1900,12274877
100-4000 step=100 reverse,bubbleSort,2000,14430508
100-4000 step=100 reverse,bubbleSort,2100,14937628
100-4000 step=100 reverse,bubbleSort,2200,16403221
100-4000 step=100 reverse,bubbleSort,2300,17928921
100-4000 step=100 reverse,bubbleSort,2400,19688320
100-4000 step=100 reverse,bubbleSort,2500,21188888
100-4000 step=100 reverse,bubbleSort,2600,22977918
100-4000 step=100 reverse,bubbleSort,2700,25012470
100-4000 step=100 reverse,bubbleSort,2800,26628558
100-4000 step=100 reverse,bubbleSort,2900,28518427
100-4000 step=100 reverse,bubbleSort,3000,30585563
100-4000 step=100 reverse,bubbleSort,3100,32788936
100-4000 step=100 reverse,bubbleSort,3200,35625543
100-4000 step=100 reverse,bubbleSort,3300,37233896
100-4000 step=100 reverse,bubbleSort,3400,39300328
100-4000 step=100 reverse,bubbleSort,3500,41862178
100-4000 step=100 reverse,bubbleSort,3600,44082483
100-4000 step=100 reverse,bubbleSort,3700,46704391
100-4000 step=100 reverse,bubbleSort,3800,49215142
100-4000 step=100 reverse,bubbleSort,3900,52232138
100-4000 step=100 reverse,bubbleSort,4000,54910381
100-4000 step=100 reverse,bubbleSort,4100,57428550
50-300 step=50 x = 0...5,bubbleSortIverson1,50,4714
50-300 step=50 x = 0...5,bubbleSortIverson1,100,21368
50-300 step=50 x = 0...5,bubbleSortIverson1,150,49912
50-300 step=50 x = 0...5,bubbleSortIverson1,200,91567
50-300 step=50 x = 0...5,bubbleSortIverson1,250,141292
50-300 step=50 x = 0...5,bubbleSortIverson1,300,206427
50-300 step=50 x = 0...4000,bubbleSortIverson1,50,6041
50-300 step=50 x = 0...4000,bubbleSortIverson1,100,24712
50-300 step=50 x = 0...4000,bubbleSortIverson1,150,55092
50-300 step=50 x = 0...4000,bubbleSortIverson1,200,103570
50-300 step=50 x = 0...4000,bubbleSortIverson1,250,157950
50-300 step=50 x = 0...4000,bubbleSortIverson1,300,230200
50-300 step=50 almost (+- 90% sort),bubbleSortIverson1,50,630
50-300 step=50 almost (+- 90% sort),bubbleSortIverson1,100,1353
50-300 step=50 almost (+- 90% sort),bubbleSortIverson1,150,2427
50-300 step=50 almost (+- 90% sort),bubbleSortIverson1,200,4353
50-300 step=50 almost (+- 90% sort),bubbleSortIverson1,250,11466
50-300 step=50 almost (+- 90% sort),bubbleSortIverson1,300,15861
50-300 step=50 reverse,bubbleSortIverson1,50,8362
50-300 step=50 reverse,bubbleSortIverson1,100,32596
50-300 step=50 reverse,bubbleSortIverson1,150,77538
50-300 step=50 reverse,bubbleSortIverson1,200,130535
50-300 step=50 reverse,bubbleSortIverson1,250,206470
50-300 step=50 reverse,bubbleSortIverson1,300,294444
100-4000 step=100 x = 0...5,bubbleSortIverson1,100,23295
100-4000 step=100 x = 0...5,bubbleSortIverson1,200,92236
100-4000 step=100 x = 0...5,bubbleSortIverson1,300,198719
100-4000 step=100 x = 0...5,bubbleSortIverson1,400,345848
100-4000 step=100 x = 0...5,bubbleSortIverson1,500,512547
100-4000 step=100 x = 0...5,bubbleSortIverson1,600,773497
100-4000 step=100 x = 0...5,bubbleSortIverson1,700,1163490
100-4000 step=100 x = 0...5,bubbleSortIverson1,800,1347548
100-4000 step=100 x = 0...5,bubbleSortIverson1,900,1733152
100-4000 step=100 x = 0...5,bubbleSortIverson1,1000,2284001
100-4000 step=100 x = 0...5,bubbleSortIverson1,1100,2828271
100-4000 step=100 x = 0...5,bubbleSortIverson1,1200,3243005
100-4000 step=100 x = 0...5,bubbleSortIverson1,1300,4016746
100-4000 step=100 x = 0...5,bubbleSortIverson1,1400,4638675
100-4000 step=100 x = 0...5,bubbleSortIverson1,1500,5424008
100-4000 step=100 x = 0...5,bubbleSortIverson1,1600,6247177
100-4000 step=100 x = 0...5,bubbleSortIverson1,1700,6941107
100-4000 step=100 x = 0...5,bubbleSortIverson1,1800,8147915
100-4000 step=100 x = 0...5,bubbleSortIverson1,1900,9388593
100-4000 step=100 x = 0...5,bubbleSortIverson1,2000,10391342
100-4000 step=100 x = 0...5,bubbleSortIverson1,2100,11133658
100-4000 step=100 x = 0...5,bubbleSortIverson1,2200,12201502
100-4000 step=100 x = 0...5,bubbleSortIverson1,2300,13311353
100-4000 step=100 x = 0...5,bubbleSortIverson1,2400,14823969
100-4000 step=100 x = 0...5,bubbleSortIverson1,2500,15973123
100-4000 step=100 x = 0...5,bubbleSortIverson1,2600,17291859
100-4000 step=100 x = 0...5,bubbleSortIverson1,2700,19704988
100-4000 step=100 x = 0...5,bubbleSortIverson1,2800,21288932
100-4000 step=100 x = 0...5,bubbleSortIverson1,2900,23546005
100-4000 step=100 x = 0...5,bubbleSortIverson1,3000,24904255
100-4000 step=100 x = 0...5,bubbleSortIverson1,3100,26642061
100-4000 step=100 x = 0...5,bubbleSortIverson1,3200,28486596
100-4000 step=100 x = 0...5,bubbleSortIverson1,3300,30390498
100-4000 step=100 x = 0...5,bubbleSortIverson1,3400,32261441
100-4000 step=100 x = 0...5,bubbleSortIverson1,3500,34410585
100-4000 step=100 x = 0...5,bubbleSortIverson1,3600,36030048
100-4000 step=100 x = 0...5,bubbleSortIverson1,3700,38279796
100-4000 step=100 x = 0...5,bubbleSortIverson1,3800,41641370
100-4000 step=100 x = 0...5,bubbleSortIverson1,3900,43436644
100-4000 step=100 x = 0...5,bubbleSortIverson1,4000,45129094
100-4000 step=100 x = 0...5,bubbleSortIverson1,4100,47331510
100-4000 step=100 x = 0...4000,bubbleSortIverson1,100,23771
100-4000 step=100 x = 0...4000,bubbleSortIverson1,200,98979
100-4000 step=100 x = 0...4000,bubbleSortIverson1,300,225041
100-4000 step=100 x = 0...4000,bubbleSortIverson1,400,390596
100-4000 step=100 x = 0...4000,bubbleSortIverson1,500,589097
100-4000 step=100 x = 0...4000,bubbleSortIverson1,600,831407
100-4000 step=100 x = 0...4000,bubbleSortIverson1,700,1210128
100-4000 step=100 x = 0...4000,bubbleSortIverson1,800,1607406
100-4000 step=100 x = 0...4000,bubbleSortIverson1,900,2070763
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1000,2540984
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1100,3074929
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1200,3747734
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1300,4201648
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1400,5108642
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1500,5965031
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1600,6769335
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1700,7599946
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1800,9370148
100-4000 step=100 x = 0...4000,bubbleSortIverson1,1900,9779340
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2000,10855906
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2100,11854096
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2200,13463358
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2300,14445208
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2400,15722398
